name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Ilkay Gundogan #9,CAM,2006,90,72,69,60,82,89,Real Madrid
Roberto Rivelino #9,CDM,2022,89,85,77,76,92,78,Chelsea
Paolo Maldini #9,LB,2018,80,68,57,87,88,87,Napoli
Ézequiel Garay #9,RB,2018,78,68,50,99,87,96,Inter Milan
Virgil van Dijk #9,CAM,2018,84,75,84,70,97,94,Bayern Munich
Bernardo Silva #9,LW,2018,92,91,89,47,94,81,Liverpool
Liliam Thuram #9,LW,2014,82,78,96,53,94,90,Arsenal
James Milner #9,ST,2006,90,77,90,33,80,92,Liverpool
Roman Shirokov #9,CB,2022,89,77,66,95,79,92,Manchester United
Oleg Blokhin #9,CM,2014,83,77,85,72,76,87,Arsenal
Arne Friedrich #9,CB,2022,81,73,56,90,76,93,Liverpool
Iker Casillas #9,CDM,2018,79,86,74,75,76,87,Bayern Munich
Joan Capdevila #9,CB,2014,90,69,63,89,91,81,Manchester United
Steven Gerrard #9,LW,2006,94,93,87,49,91,81,Liverpool
Jiří Krejčí #9,CB,2010,76,75,46,87,75,86,AC Milan
Carlos Bocanegra #9,CM,2018,90,82,72,84,92,96,Manchester United
John Wark #9,CAM,2010,84,83,82,79,81,95,AC Milan
Mesut Özil #9,CB,2006,82,60,65,85,81,93,Paris SG
Riyad Mahrez #9,LW,2014,95,91,90,57,81,81,Inter Milan
Jan Vertonghen #9,GK,2022,81,43,41,98,88,95,Arsenal
Andrés Iniesta #9,LB,2010,75,67,62,91,82,81,Inter Milan
Anatoliy Kanischev #9,CDM,2018,85,84,80,69,82,83,Arsenal
Reece James #9,GK,2010,70,33,23,89,87,93,Manchester United
Makoto Hasebe #9,RB,2022,84,63,65,90,87,81,Juventus
Zinedine Zidane #9,CM,2018,92,82,78,61,79,87,Inter Milan
Rafael Borre #9,GK,2018,73,33,23,94,75,87,Arsenal
Ivan Varadin #9,CDM,2022,91,74,77,82,88,84,Juventus
Dimitri Alenichev #9,CM,2006,90,75,85,61,97,97,Inter Milan
Roberto Carlos #9,CM,2006,92,92,80,61,96,90,Manchester United
Joel Alarcon #9,GK,2006,81,41,35,88,80,98,Real Madrid
Gianluca Zambrotta #9,LW,2006,85,92,83,42,82,86,Manchester United
Ederson #9,LW,2018,91,82,95,58,91,96,Barcelona
Moisés Caicedo #9,CM,2010,90,86,81,71,84,84,Manchester United
Claude Makélélé #9,CM,2010,83,84,76,85,97,84,Liverpool
Ferenc Puskás #9,LW,2022,88,88,84,60,93,94,Napoli
Joao Mario #9,LW,2006,96,78,90,28,97,96,Real Madrid
Andrés Iniesta Luján #9,LW,2018,83,82,84,28,84,81,Barcelona
Lev Yashin #9,CM,2018,93,72,83,66,88,78,Barcelona
Sergio Peña #9,CDM,2022,86,84,74,81,89,97,Liverpool
Sergio Aguero #9,CAM,2010,78,80,77,81,95,96,Barcelona
Pascal Groß #9,ST,2010,92,81,98,35,77,79,Liverpool
Andy Cole #9,CB,2006,81,68,61,96,90,90,Juventus
Jorge Valdano #9,CB,2014,86,68,45,88,87,86,Bayern Munich
Willy Sagnol #9,CM,2018,90,91,80,66,77,91,Manchester United
Tagliafico Nicolás #9,RB,2014,89,60,60,94,85,89,Bayern Munich
Juan Foyth #9,ST,2022,91,79,95,54,85,91,Bayern Munich
Luis Garcia #9,RB,2022,86,60,55,87,96,93,Bayern Munich
Dani Alves #9,ST,2014,93,88,91,59,88,80,Bayern Munich
Dejan Stankovic #9,CB,2010,82,71,69,98,81,84,Manchester United
Valeriy Lobanovskyi #9,CDM,2006,91,86,80,75,81,93,Juventus
Ibarra Jairo #9,CAM,2014,87,76,75,72,96,95,Manchester United
Ronald de Boer #9,CAM,2014,90,81,75,75,83,91,AC Milan
Fabinho #9,RB,2022,84,77,62,96,95,86,AC Milan
Peter Shilton #9,LW,2010,89,89,90,33,86,86,Inter Milan
Sadio Mané #9,CB,2022,83,68,68,91,95,79,Manchester United
Graeme Souness #9,CM,2014,94,85,85,77,84,97,Real Madrid
Diego Maradona #9,CB,2018,82,80,48,90,91,97,Real Madrid
Nacho Fernández #9,CAM,2022,81,80,74,76,84,83,Barcelona
Paulo Dybala #9,RB,2014,81,68,70,94,85,81,Arsenal
Sami Nasri #9,LW,2018,96,94,98,56,78,82,Napoli
Neymar Jr #9,CDM,2014,79,78,83,73,78,85,AC Milan
Paul Scholes #9,CB,2022,80,62,48,85,94,97,Juventus
Guido Rodríguez #9,ST,2010,84,75,96,54,83,96,Liverpool
Gianluigi Buffon #9,CM,2018,85,92,85,79,87,94,Real Madrid
Neymar #9,ST,2018,93,83,83,37,86,92,Manchester United
Andriy Shevchenko #9,CB,2022,89,64,53,93,82,87,Arsenal
Granit Xhaka #9,LB,2010,78,70,53,95,87,89,Liverpool
N'Golo Kanté #9,CDM,2010,87,82,83,63,90,90,AC Milan
Yasuhito Endo #9,CDM,2018,84,78,87,63,80,81,Liverpool
Stelios Malezas #9,CM,2006,92,77,82,69,77,83,Bayern Munich
Michael Owen #9,CM,2018,84,78,68,61,90,97,Arsenal
Luis Diaz #9,LB,2010,82,72,59,97,91,78,Chelsea
Maicon #9,RB,2018,84,66,64,93,89,97,Inter Milan
Ivan Rakitic #9,LB,2006,81,72,68,97,79,82,Juventus
Jackie Charlton #9,CM,2018,80,73,88,78,95,78,Paris SG
Stéphane Guivarc'h #9,CAM,2018,93,84,71,64,90,92,Manchester United
Pablo Sarabia #9,CB,2022,88,73,64,93,83,91,Chelsea
Nemanja Vidic #9,GK,2010,78,32,24,97,94,89,Bayern Munich
Xavi Simons #9,LW,2006,96,75,84,34,88,94,Arsenal
Ian Callaghan #9,ST,2010,91,82,85,25,84,98,AC Milan
Adriano Correia #9,CAM,2010,84,85,70,80,78,86,Inter Milan
Mateja Kežman #9,CM,2010,84,71,79,80,92,79,Barcelona
Olivier Giroud #9,LW,2014,86,94,82,46,81,96,Chelsea
Lúcio #9,CDM,2022,94,89,73,62,86,92,Inter Milan
Franco Baresi #9,CAM,2010,81,72,84,63,77,87,Liverpool
Gio de Arrascaeta #9,GK,2022,76,50,44,96,95,95,Arsenal
Pedro #9,CM,2014,81,74,79,68,78,80,Arsenal
Karel Poborský #9,CB,2014,90,65,70,87,94,95,Real Madrid
Arturo Vidal #9,CAM,2006,89,84,66,64,90,82,Arsenal
Srdjan Babić #9,ST,2018,82,94,97,39,84,89,Manchester United
Peter Schmeichel #9,LW,2022,94,86,96,41,97,91,Juventus
Jay-Jay Okocha #9,LW,2022,87,80,97,36,84,96,Bayern Munich
Gerard Piqué #9,GK,2010,80,49,28,95,81,83,Real Madrid
André Schürrle #9,GK,2018,72,41,43,92,93,89,Chelsea
Johan Cruyff #9,CAM,2006,82,89,77,82,88,90,Liverpool
Paul Pogba #9,ST,2010,90,89,82,25,83,90,Bayern Munich
Gianni Rivera #9,LB,2018,85,72,68,87,93,86,Real Madrid
Juan Cuadrado #9,CB,2006,80,69,66,94,98,89,Chelsea
Helder Postiga #9,RB,2018,89,68,59,93,96,82,AC Milan
Christoph Kramer #9,CAM,2010,78,70,79,73,89,98,Bayern Munich
Hidetoshi Nakata #9,CM,2006,94,71,72,67,78,86,Paris SG
Rafael van der Vaart #9,CAM,2010,91,83,66,69,86,80,AC Milan
Nicolas Otamendi #9,CB,2014,88,73,52,87,78,89,Real Madrid
Sokratis #9,CAM,2010,83,84,72,72,98,88,Juventus
Fred #9,CAM,2010,81,71,86,68,86,95,Napoli
Leandro Paredes #9,CAM,2018,81,81,69,78,95,85,Real Madrid
Gerard Pique #9,CM,2014,92,91,80,75,84,80,AC Milan
Seydou Doumbia #9,ST,2022,92,81,87,41,82,82,Bayern Munich
Fabio Cannavaro #9,CDM,2010,94,86,76,62,92,94,Juventus
Igor Akinfeev #9,LB,2006,80,73,46,92,97,79,Barcelona
Yuriel Celi #9,ST,2022,95,76,93,37,94,78,Barcelona
Stéphane Charbonnier #9,CAM,2006,90,87,81,75,78,82,Real Madrid
Benedikt Höwedes #9,CDM,2014,88,70,84,85,85,80,AC Milan
Ronaldinho #9,LW,2022,85,93,95,43,95,95,Napoli
Vinicius Jr #9,CDM,2006,89,72,78,84,89,85,Paris SG
Nahuel Molina #9,CB,2010,83,76,59,99,95,96,Inter Milan
Ronaldo #9,CDM,2006,81,91,76,79,92,92,Juventus
Álvaro Arbeloa #9,CM,2018,94,84,73,80,98,85,Chelsea
Julián Álvarez #9,CAM,2010,91,89,76,61,80,85,Arsenal
Giorgios Karagounis #9,RB,2006,82,78,52,87,98,93,Real Madrid
Juan Fernando Quintero #9,CDM,2022,82,74,72,73,95,86,Paris SG
Antoine Griezmann #9,RB,2014,75,79,53,97,80,95,Paris SG
Abedi Pelé #9,LW,2022,89,88,93,30,80,79,Arsenal
Lilian Thuram #9,LW,2018,86,91,84,36,78,85,Chelsea
Andy Robertson #9,RB,2006,78,72,48,89,84,79,Arsenal
Ruben Riquelme #9,ST,2014,93,76,98,52,95,86,Arsenal
Salif Keita #9,CAM,2014,82,84,75,72,82,85,Chelsea
Xherdan Shaqiri #9,CDM,2010,87,86,86,67,91,84,Real Madrid
Juan Pablo Sorin #9,CM,2010,80,84,69,77,83,82,AC Milan
Patrice Evra #9,CDM,2006,84,75,80,84,76,96,Manchester United
Savo Milosevic #9,CM,2010,79,85,79,65,81,89,Chelsea
Pantelis Kafes #9,CB,2006,84,60,64,89,78,94,Bayern Munich
Gonçalo Inácio #9,CAM,2018,82,77,68,84,97,79,Chelsea
Mikael Silvestre #9,LW,2010,86,78,87,56,76,87,Inter Milan
Ben Chilwell #9,GK,2014,71,35,34,92,90,93,Liverpool
Sergio Busquets #9,ST,2006,84,87,83,57,80,86,Juventus
Vieira Patrick #9,CM,2006,82,76,83,65,81,90,Arsenal
González Higuaín #9,RB,2014,78,61,52,94,75,82,Barcelona
Lisandro Martinez #9,CAM,2006,88,77,69,62,93,94,Liverpool
Alex Valdivia #9,LB,2014,84,73,54,94,92,88,Chelsea
Jan Krejčí #9,ST,2006,86,87,95,50,93,92,Inter Milan
John Toshack #9,CM,2018,94,77,66,68,88,84,Manchester United
Éric Abidal #9,CAM,2010,94,90,68,72,92,98,Paris SG
Ernst Happel #9,ST,2006,95,79,92,47,76,81,Real Madrid
Sami Khedira #9,GK,2018,70,52,37,92,94,79,Arsenal
Bentaleb Nacho #9,RB,2022,82,72,49,96,76,87,Chelsea
Frank de Boer #9,CDM,2022,79,90,65,69,79,89,Juventus
Álvaro Recoba #9,ST,2018,84,86,84,47,87,89,Bayern Munich
Müller Thomas #9,RB,2022,81,61,51,87,83,92,Chelsea
Jorge Carrascal #9,LB,2014,89,67,58,87,90,79,Paris SG
Jorginho #9,LB,2010,79,73,59,95,94,89,AC Milan
Gomez Ricardo #9,LW,2006,92,78,94,55,96,97,AC Milan
Javi Martínez #9,LB,2006,80,80,48,87,88,94,Barcelona
Rodrigo Moreno #9,CM,2014,89,83,78,69,92,92,Real Madrid
Ruud Gullit #9,CDM,2022,87,80,75,72,82,98,Bayern Munich
Jesús Navas #9,CAM,2010,79,84,88,78,83,80,AC Milan
Paul Breitner #9,ST,2006,82,95,92,45,95,91,Arsenal
Robert Lewandowski #9,CDM,2010,86,87,85,79,86,78,Real Madrid
Jamal Musiala #9,RB,2014,75,65,65,93,98,79,Manchester United
Vassilis Torosidis #9,CDM,2014,82,87,85,78,92,92,AC Milan
Mbappé Kylian #9,LB,2010,80,68,69,87,88,89,Liverpool
Cesc Fàbregas #9,CDM,2018,85,89,80,73,77,88,Real Madrid
Nemanja Matić #9,CB,2014,75,64,63,86,94,87,Real Madrid
Thibault Courtois #9,CM,2018,92,88,86,63,84,85,Paris SG
Pauleta #9,CAM,2014,78,77,67,85,79,82,Inter Milan
Hernán Crespo #9,LB,2018,77,76,68,89,80,82,Real Madrid
Carlos Puyol #9,RB,2014,78,72,58,93,88,78,Bayern Munich
Kazuyoshi Miura #9,CM,2018,93,82,86,83,84,96,Bayern Munich
Yacine Brahimi #9,LW,2006,90,86,94,41,96,90,Liverpool
Dwight Yorke #9,CAM,2006,83,74,83,79,79,82,Napoli
DaMarcus Beasley #9,ST,2014,95,89,93,39,98,97,Arsenal
Mark González #9,RB,2010,84,66,51,88,95,86,Real Madrid
Boban Marjanovic #9,CM,2010,82,78,79,71,87,83,Arsenal
Javier Ramales #9,LW,2022,82,82,83,45,96,85,Manchester United
Sérgio Ramos #9,CAM,2014,79,88,79,66,98,79,Real Madrid
Mohamed Salah #9,CM,2006,86,88,83,64,76,91,Real Madrid
Quinton Fortune #9,CAM,2014,92,91,82,61,92,91,Juventus
Claude Makele #9,CM,2010,89,75,71,66,84,86,Barcelona
Cicinho #9,ST,2014,95,89,88,53,75,98,Paris SG
Yoann Gourcuff #9,CM,2014,84,88,72,76,76,78,Arsenal
Michel Platini #9,CAM,2006,85,72,86,75,97,95,AC Milan
Kevin De Bruyne #9,CAM,2006,88,81,68,85,89,93,Chelsea
Juan Pablo Sorín #9,GK,2010,79,35,41,99,85,93,Chelsea
Emanuel Mammana #9,CB,2006,89,61,69,96,89,96,Napoli
Mario Mandžukić #9,CB,2022,85,77,63,90,89,91,Barcelona
Diogo Jota #9,RB,2010,86,61,47,92,92,92,Barcelona
Bojan Djordjic #9,ST,2018,93,85,88,45,93,92,Inter Milan
Gerd Müller #9,ST,2022,96,79,96,31,76,98,Juventus
Rúben Neves #9,ST,2010,84,94,94,31,87,85,Real Madrid
Gavi #9,LW,2010,86,77,82,37,75,80,Paris SG
Johan Neeskens #9,CM,2018,81,84,85,83,93,92,Napoli
Luis Nani #9,CM,2014,92,90,80,62,89,82,Real Madrid
Ezequiel Lavezzi #9,ST,2014,96,92,90,42,91,89,Barcelona
Javier Pastore #9,CDM,2010,86,78,78,81,98,91,Napoli
Raí #9,CM,2006,78,86,66,84,95,94,Arsenal
Nigel de Jong #9,CM,2018,90,84,83,73,86,84,Chelsea
Bobby Moore #9,ST,2014,90,75,97,52,88,85,Liverpool
Peter Čech #9,CDM,2022,93,91,66,64,89,81,Liverpool
Stanley Matthews #9,RB,2006,77,77,67,86,92,97,Chelsea
Juan Roman Riquelme #9,CAM,2022,88,75,75,64,85,81,Inter Milan
Kenny Dalglish #9,ST,2022,91,87,96,57,82,81,Arsenal
Samuel Eto'o #9,CM,2014,90,71,71,77,95,98,Barcelona
Diego Milito #9,LW,2006,87,95,93,48,83,97,Inter Milan
Giorgos Samaras #9,GK,2022,77,34,43,90,92,96,Juventus
Cristian Benavente #9,CAM,2010,79,70,83,61,81,83,Paris SG
Darko Kovacevic #9,CDM,2010,86,87,75,64,84,88,AC Milan
Héctor Enrique #9,ST,2022,85,82,86,48,98,95,AC Milan
Alberto Gilardino #9,LW,2010,82,78,82,39,83,86,Inter Milan
Pelé Abedi #9,CDM,2010,87,83,65,73,76,79,Liverpool
Ashley Cole #9,GK,2010,71,40,23,90,95,88,Barcelona
Mickaël Silvestre #9,CDM,2010,89,83,75,64,83,79,Paris SG
Andres Iniesta #10,CM,2022,91,87,81,82,85,78,Paris SG
Milla Roger #10,GK,2010,75,31,21,92,96,91,Paris SG
Maradona Diego #10,LW,2022,92,88,98,35,80,96,Inter Milan
Maarten Stekelenburg #10,CAM,2018,84,74,65,82,96,86,AC Milan
Eder Militao #10,CB,2006,85,70,55,99,85,85,Manchester United
Ryan Giggs #10,LB,2006,77,73,57,90,97,84,Juventus
Raphaël Varane #10,CDM,2010,80,77,70,76,82,92,Liverpool
Bobby Charlton #10,CDM,2006,79,80,77,78,96,82,Chelsea
Edwin van der Sar #10,CDM,2010,89,77,68,82,86,95,Arsenal
Dimitri Payet #10,CM,2022,80,74,72,71,81,91,Barcelona
Kylian Mbappé #10,CDM,2018,87,71,85,75,94,87,Arsenal
Javi Martinez #10,CAM,2014,90,81,71,71,80,85,Arsenal
Bruno Guimaraes #10,LB,2010,89,63,63,88,87,86,Chelsea
Abdessalem Ayouni #10,CAM,2018,91,87,69,78,85,79,Arsenal
Jimmy Greaves #10,GK,2006,80,42,37,95,98,84,Paris SG
Antony #10,LW,2006,86,81,87,35,78,88,Bayern Munich
Ilkay Gündogan #10,CAM,2022,87,77,77,60,90,84,Juventus
Didier Drogba #10,LB,2022,83,65,54,89,85,83,Barcelona
Cesc Fabregas #10,GK,2018,70,46,45,99,87,79,Napoli
Branislav Ivanovic #10,CAM,2014,86,87,66,69,91,82,Arsenal
Miguel Borja #10,CB,2018,78,77,70,85,86,79,AC Milan
Teddy Sheringham #10,CB,2014,81,72,67,99,89,84,AC Milan
Alejandro Garnacho #10,CB,2010,88,61,46,99,96,98,Juventus
Éver Banega #10,CB,2006,80,75,66,96,91,83,Bayern Munich
Richarlison #10,CB,2014,81,68,64,88,90,85,Arsenal
Lukas Podolski #10,GK,2010,81,47,26,88,82,82,Liverpool
Enzo Fernández #10,LB,2022,80,73,59,91,92,93,Paris SG
Mladen Krstajic #10,CAM,2018,88,76,87,62,98,93,Inter Milan
Jonathan Calleri #10,CM,2018,91,89,65,61,97,91,Barcelona
Nicolas De La Cruz #10,CM,2006,84,85,88,82,93,81,AC Milan
Jemerson #10,CM,2006,79,78,66,63,81,95,Juventus
Arjen Robben #10,ST,2006,96,75,96,27,96,94,Paris SG
Thierry Henry #10,CM,2014,90,85,87,76,92,79,AC Milan
Per Mertesacker #10,RB,2018,89,74,49,94,97,88,Paris SG
Wayne Rooney #10,ST,2006,93,91,96,50,89,95,Napoli
Frank Leboeuf #10,LW,2018,96,79,90,58,96,78,Napoli
Tim Cahill #10,LW,2022,82,86,90,51,78,85,Chelsea
Aleksandar Mitrović #10,RB,2018,90,68,56,86,81,80,Arsenal
Gonzalo Higuain #10,RB,2010,89,78,50,90,81,83,Paris SG
Luka Modric #10,CDM,2014,93,77,80,62,83,83,AC Milan
Villasanti Diego #10,ST,2022,82,93,90,31,86,78,Real Madrid
Valentin Azmayev #10,CAM,2010,80,83,66,74,84,97,Barcelona
Néstor Clausen #10,LB,2022,76,65,60,93,97,93,Bayern Munich
Cristiano Ronaldo #10,CDM,2006,83,89,77,67,84,81,Barcelona
Bacary Sagna #10,ST,2018,93,85,86,41,95,83,Liverpool
Sagna #10,LW,2022,89,94,85,35,85,94,Paris SG
Olivier Kapo #10,CM,2010,79,84,72,80,88,81,AC Milan
Steve McManaman #10,LB,2006,78,70,63,85,82,89,Real Madrid
Simão Sabrosa #10,RB,2010,88,67,56,85,96,96,Arsenal
Franck Ribery #10,CDM,2010,80,86,88,64,75,80,Manchester United
Hans-Jürgen Cramer #10,LW,2014,95,95,94,47,95,92,Arsenal
Raúl Meireles #10,RB,2014,80,74,45,96,81,92,AC Milan
Papiss Cissé #10,LW,2014,93,77,84,36,97,98,Juventus
Frédéric Kanoute #10,CDM,2022,85,86,83,64,94,90,Liverpool
Sergio Romero #10,ST,2010,94,91,92,32,76,95,Manchester United
Luis Suárez #10,CM,2014,85,77,86,62,82,93,Arsenal
Juan Manuel Ibarbo #10,CM,2006,80,89,74,80,91,91,Chelsea
Mario Gómez #10,CM,2014,81,86,75,75,90,94,Napoli
Bruno Fernandes #10,CM,2010,90,81,70,69,94,87,Chelsea
Matías Fernández #10,GK,2014,76,33,28,92,92,78,Napoli
Elías Figueroa #10,RB,2018,81,69,56,99,86,95,Juventus
David Alaba #10,GK,2018,71,31,21,89,92,85,AC Milan
Stefan Mitrović #10,LB,2010,89,60,48,99,77,88,Paris SG
Roberto Firmino #10,CM,2006,84,80,67,69,80,81,Inter Milan
Bruno Alves #10,CM,2014,83,83,75,70,82,89,Inter Milan
Lucas Paqueta #10,ST,2018,84,93,89,40,80,81,Manchester United
Abelardo Fernandez #10,CAM,2022,85,88,81,71,98,85,Juventus
Lopes Anthony #10,CAM,2022,94,81,87,78,89,79,Inter Milan
Mateja Kezman #10,LB,2022,89,75,49,97,75,97,Arsenal
Frederic Kanouté #10,CAM,2010,94,83,77,71,83,96,Bayern Munich
Luis Suarez #10,ST,2006,95,87,82,36,79,78,Juventus
Robbie Fowler #10,RB,2010,86,63,62,91,76,86,Chelsea
Andrey Arshavin #10,CAM,2014,88,73,73,79,93,79,Chelsea
Gueule de Bois #10,CDM,2018,93,86,69,70,85,78,Manchester United
Radamel Falcao #10,CAM,2018,84,91,80,78,77,83,AC Milan
Thomas Müller #10,CDM,2010,89,90,85,66,87,85,Barcelona
Kolo Touré #10,CAM,2010,93,81,83,63,85,97,Arsenal
Alessandro Nesta #10,CM,2022,78,84,75,61,87,83,Inter Milan
Ngolo Kante #10,LB,2010,81,69,69,98,89,91,Juventus
Joel Matip #10,ST,2006,84,93,86,57,82,90,Juventus
Thilo Kehrer #10,CB,2022,75,72,57,98,85,80,Real Madrid
Ricardo Quaresma #10,RB,2022,81,75,64,90,95,85,AC Milan
Dirk Kuyt #10,CDM,2018,94,75,76,79,88,93,Chelsea
Sylvain Wiltord #10,CM,2010,85,73,80,65,89,87,Napoli
Carvajal #10,CDM,2010,78,85,66,60,85,78,Inter Milan
Gonzalo Bergessio #10,CAM,2014,88,90,85,80,93,87,Napoli
Gennaro Gattuso #10,LB,2010,79,73,46,94,76,81,Bayern Munich
Carlos Tevez #10,CDM,2010,86,75,81,78,85,90,AC Milan
Henrique Neguinho #10,LW,2018,96,80,95,42,83,82,Bayern Munich
Aleksandr Smertin #10,CAM,2022,82,74,78,60,81,90,Paris SG
Hugo Lloris #10,LB,2010,78,61,45,92,78,94,Juventus
Andrés D'Alessandro #10,LW,2010,83,95,86,38,83,80,Paris SG
Gary Neville #10,CDM,2010,88,90,68,84,91,83,Real Madrid
Angel Di Maria #10,ST,2022,82,94,94,54,88,78,Liverpool
Rodri #10,CB,2006,78,60,69,88,79,94,Arsenal
Ismaël Bangoura #10,CAM,2006,94,87,73,84,77,94,AC Milan
Steve Heighway #10,CDM,2010,91,92,82,74,77,79,Inter Milan
Joshua Kimmich #10,CDM,2018,89,81,81,64,81,84,Juventus
Mathieu Valbuena #10,CB,2022,75,69,58,96,79,88,Chelsea
Ángel Di María #10,GK,2014,77,38,20,98,94,87,Chelsea
Danilo #10,GK,2014,74,33,41,98,87,93,Manchester United
Therry Henry #10,CAM,2022,83,74,82,80,78,83,Juventus
Marco van Basten #10,CAM,2010,81,86,79,71,76,81,Bayern Munich
Demps #10,GK,2022,76,36,22,88,92,92,Bayern Munich
Agustin Fontana #10,ST,2018,88,94,93,30,77,87,Barcelona
Mario Mandic #10,CAM,2014,94,80,80,83,85,80,Real Madrid
Shunsuke Nakamura #10,CAM,2018,84,83,84,61,75,93,Barcelona
Ronaldo Nazario #10,GK,2014,72,39,39,91,75,86,Paris SG
Romário #10,ST,2022,92,90,94,39,75,94,Napoli
Renan Lodi #10,CM,2010,79,79,65,64,95,97,Manchester United
João Moutinho #10,LW,2014,83,85,91,41,96,82,Real Madrid
Eden Hazard #10,RB,2014,83,66,46,93,97,95,Arsenal
Sergio Livingstone #10,ST,2018,91,84,86,58,92,89,Manchester United
Uli Hoeness #10,LW,2006,88,95,98,45,98,80,Manchester United
Claudio Bravo #10,LB,2006,81,62,53,92,87,90,Liverpool
Stam Jaap #10,CDM,2014,80,78,73,79,97,89,Napoli
Álvaro González #10,CAM,2018,86,84,71,82,81,82,Manchester United
Ali Daei #10,CDM,2018,86,79,65,76,96,78,Manchester United
Naby Keita #10,CAM,2006,85,80,74,62,91,78,Inter Milan
Harvey Elliott #10,CAM,2022,82,81,66,85,78,94,AC Milan
Thomas Muller #10,CB,2010,82,80,70,96,94,81,Chelsea
Serge Gnabry #10,CAM,2022,84,81,81,72,93,78,Juventus
Fernandinho #10,CM,2014,84,88,69,83,91,86,Manchester United
Alejandro Balde #10,ST,2006,87,86,88,25,93,88,Real Madrid
Ousmane N'Doye #10,CDM,2018,83,73,69,63,95,86,Inter Milan
Ley Yashin #10,CM,2010,92,86,80,65,97,96,Juventus
Romário Baldé #10,CM,2010,79,80,72,65,86,81,Manchester United
Marquinhos #10,CDM,2010,83,78,74,67,93,90,Real Madrid
Peter Crouch #10,CB,2022,88,79,46,92,76,92,Napoli
Lisandro Martínez #10,RB,2006,84,74,70,94,89,90,Chelsea
Kenan Kodro #10,CM,2006,90,75,68,65,90,85,Inter Milan
Gary Medel #10,CB,2010,83,71,58,91,94,94,Liverpool
Kaka #10,LW,2014,84,85,83,41,84,90,Manchester United
Craig Johnston #10,RB,2010,75,76,49,88,82,91,Juventus
Kleberson #10,CDM,2006,91,79,70,82,85,88,Barcelona
Ipiales Jefferson #10,CDM,2006,78,78,69,66,98,87,Juventus
Landon Donovan #10,LW,2018,95,75,88,38,95,82,Arsenal
Draxler Julian #10,LB,2014,85,79,57,91,93,80,Real Madrid
George Best #10,ST,2014,83,75,90,54,87,95,Inter Milan
Jose Manuel Reina #10,CM,2006,78,85,84,70,75,79,Arsenal
Frank Lampard #10,CM,2006,79,70,68,79,97,78,AC Milan
Gianlluigi Buffon #10,CM,2018,82,79,67,70,93,96,Arsenal
Alphonse Areola #10,CM,2022,78,71,77,73,83,96,Manchester United
Sergei Ignashevich #10,LW,2022,91,82,89,53,98,81,Liverpool
Peter Beardsley #10,CAM,2022,91,87,71,75,82,87,Bayern Munich
Vinicius Junior #10,CDM,2010,85,91,87,85,86,87,Arsenal
Miroslav Stevic #10,CB,2010,90,78,66,85,75,86,Arsenal
Rinus Michels #10,ST,2018,91,77,85,31,79,92,Inter Milan
Raphael Varane #10,RB,2014,88,62,56,98,81,92,Juventus
Antonio Rudiger #10,CDM,2014,78,81,72,72,82,83,Napoli
Esteban Paredes #10,ST,2010,85,88,97,25,82,98,Inter Milan
Bixente Lizarazu #10,CM,2022,88,77,86,65,88,89,Real Madrid
Lucas Paquetá #10,CDM,2010,79,74,88,80,77,88,Juventus
Javier Mascherano #10,LW,2006,92,95,83,49,79,96,Napoli
Luís Figo #10,CAM,2018,93,73,72,65,76,85,Bayern Munich
Giorgian Meladze #10,CDM,2006,78,72,66,62,94,95,Arsenal
Nacho Fernandez #10,CAM,2006,86,77,88,83,94,83,Paris SG
Toni Kroos #10,LB,2018,88,60,49,86,89,87,Chelsea
David Beckham #10,CM,2014,90,88,70,66,76,91,Real Madrid
Carlos Valderrama #10,ST,2010,86,76,94,41,75,80,Napoli
Paul Ince #10,CDM,2018,79,91,75,73,76,78,Liverpool
Pelé #10,GK,2010,79,31,28,98,78,82,Barcelona
Savo Milošević #10,LW,2006,93,82,88,42,86,93,AC Milan
Predrag Djordjevic #10,LW,2018,90,87,93,47,87,88,Napoli
Marko Milić #10,ST,2010,85,79,96,29,98,93,Manchester United
Ole Gunnar Solskjaer #10,LW,2022,89,94,94,42,94,98,Inter Milan
Dimitris Salpigidis #10,CDM,2006,84,77,67,85,98,95,Napoli
Abedi Pele #10,LW,2018,94,79,92,41,77,94,Arsenal
Zinédine Zidane #10,LW,2006,94,82,85,57,80,87,Juventus
Ever Banega #10,CB,2022,83,79,65,94,78,79,Manchester United
Ricky Alvarez #10,CM,2006,88,81,71,76,91,90,Liverpool
Anatolii Kanischev #10,CAM,2022,94,91,72,77,79,79,Juventus
José María Basanta #10,CM,2014,82,92,88,75,80,97,Juventus
Nicolás Lodeiro #10,CAM,2022,83,81,72,81,92,93,Napoli
Isco #10,CM,2006,83,81,81,78,93,95,Napoli
Florian Malouda #10,RB,2014,78,62,65,96,90,90,Liverpool
Diego Costa #10,CM,2006,88,73,76,73,84,90,Juventus
José Manuel Reina #10,GK,2010,76,30,31,90,98,87,Real Madrid
Christian Vieri #10,CB,2022,87,70,61,88,93,86,Manchester United
Karim Benzema #10,LW,2014,88,84,93,40,88,92,Napoli
Karl-Heinz Förster #10,CM,2018,87,73,77,72,97,85,Paris SG
Alan Dzagoev #10,CAM,2022,85,91,69,82,82,89,Chelsea
Jordan Henderson #10,CB,2014,78,61,68,94,82,97,Paris SG
