name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Álvaro Recoba #9,ST,2018,91,81,93,42,78,85,Bayern Munich
Arne Friedrich #9,LW,2010,82,88,86,29,98,84,Chelsea
Brad Friedel #9,CDM,2006,80,81,74,61,80,98,Real Madrid
Luis Fernando Muriel #9,CM,2014,80,86,84,68,91,85,Chelsea
Daniel Alves #9,LW,2010,91,81,88,28,94,98,Chelsea
Danilo Carrillo #9,LB,2014,86,77,47,85,90,92,Juventus
Luis Diaz #9,ST,2022,85,81,95,44,82,80,Liverpool
Peter Shilton #9,LW,2018,84,92,94,51,86,91,Napoli
Frank de Boer #9,LB,2018,90,72,52,98,80,84,Napoli
Dirk Kuyt #9,ST,2018,96,84,95,40,86,87,Napoli
Nicolas Otamendi #9,LW,2006,89,75,95,28,92,84,Paris SG
Rivaldo #9,CM,2014,87,72,87,68,80,87,Napoli
Florian Malouda #9,CAM,2018,83,90,71,78,75,85,AC Milan
Pascal Groß #9,ST,2022,93,82,84,49,78,88,Bayern Munich
Karl-Heinz Förster #9,GK,2014,80,50,25,94,87,86,Bayern Munich
Jackson Martinez #9,LW,2006,85,89,92,26,87,87,Manchester United
Éver Banega #9,CAM,2018,86,88,65,81,79,86,Chelsea
Sokratis #9,CDM,2010,91,91,80,69,88,85,Napoli
Youri Tielemans #9,CM,2014,92,79,82,72,94,98,Bayern Munich
Pauleta #9,CDM,2010,78,91,79,61,89,86,Napoli
Victor Valdés #9,CAM,2022,87,90,84,82,89,94,Arsenal
Valeriy Lobanovskyi #9,CDM,2006,80,80,67,65,87,96,Real Madrid
Kevin Keegan #9,RB,2010,89,63,49,96,82,88,AC Milan
Javi Martínez #9,CAM,2018,94,79,71,84,78,85,Arsenal
Jaap Stam #9,CB,2018,77,61,56,96,96,79,Manchester United
Mauro Camoranesi #9,ST,2014,90,77,91,38,76,86,Arsenal
Philipp Lahm #9,CDM,2010,89,73,83,80,97,89,Bayern Munich
Luis Suárez #9,CDM,2010,79,79,78,81,90,93,Bayern Munich
Alfredo Di Stéfano #9,CAM,2010,92,91,82,71,98,78,Real Madrid
Álvaro González #9,LW,2018,86,90,95,39,98,85,Napoli
Nemanja Vidic #9,GK,2006,73,33,23,91,96,78,Barcelona
Mark Lawrenson #9,CB,2022,77,80,69,88,80,89,Paris SG
Sérgio Ramos #9,CM,2014,88,92,76,60,95,81,Arsenal
Henrique Neguinho #9,CB,2018,76,69,55,92,77,84,AC Milan
Andres Iniesta #9,GK,2022,71,47,33,95,83,82,Chelsea
Eric Cantona #9,ST,2022,88,88,91,58,78,95,Barcelona
Joel Alarcon #9,CDM,2018,93,90,85,73,90,80,Chelsea
Carlos Valderrama #9,LW,2022,88,84,84,43,97,97,Arsenal
Miguel Borja #9,RB,2014,89,80,45,93,96,95,Bayern Munich
Salif Keita #9,RB,2018,86,71,65,98,84,91,Barcelona
Ronaldinho Gaucho #9,ST,2018,94,93,87,47,79,90,Chelsea
Matías Fernández #9,LW,2006,92,90,86,57,96,81,Arsenal
Bastian Schweinsteiger #9,GK,2010,74,48,30,98,97,88,Liverpool
George Best #9,CAM,2018,94,72,71,82,78,80,Inter Milan
Mark van Bommel #9,GK,2022,77,37,35,97,92,97,Napoli
Jan Krejčí #9,LB,2014,75,75,49,85,98,89,Napoli
Gianlluigi Buffon #9,CDM,2010,88,74,75,81,78,79,Bayern Munich
Djibril Cissé #9,LB,2018,80,71,48,96,94,95,Juventus
Maicon #9,ST,2014,90,88,84,37,87,81,Barcelona
Dejan Stankovic #9,CB,2022,77,74,69,94,90,96,Juventus
Jorge Carrascal #9,RB,2022,76,80,67,97,92,79,Barcelona
Angel Di Maria #9,CM,2018,80,84,68,85,90,92,Arsenal
Rui Costa #9,ST,2006,95,78,98,48,78,88,Chelsea
Hernán Crespo #9,CM,2010,80,79,76,69,76,97,Bayern Munich
Yacine Brahimi #9,GK,2022,73,54,44,97,82,82,Manchester United
Bentaleb Nacho #9,CAM,2006,79,72,71,61,84,79,Arsenal
Karel Poborský #9,RB,2010,84,71,51,92,79,98,Inter Milan
Gueule de Bois #9,CDM,2006,85,83,65,78,90,80,Manchester United
Xavi Hernandez #9,CAM,2022,82,84,82,81,82,92,Bayern Munich
Giorgio Chiellini #9,LW,2006,95,81,83,35,89,79,Juventus
Luka Modric #9,LW,2006,91,75,96,39,83,95,Liverpool
Adriano Correia #9,CM,2022,88,77,68,72,76,82,Barcelona
Johan Cruyff #9,CAM,2010,91,78,81,64,81,97,Paris SG
George Weah #9,RB,2018,77,69,67,90,79,92,Liverpool
Ruben Riquelme #9,ST,2010,83,84,96,50,80,83,Arsenal
Diogo Jota #9,RB,2022,87,72,57,86,98,96,Real Madrid
Shunsuke Nakamura #9,GK,2014,72,31,20,95,90,80,Real Madrid
Alex Valdivia #9,ST,2022,93,75,98,53,97,88,Paris SG
Christoph Kramer #9,GK,2014,75,30,39,89,75,97,Paris SG
Dimitri Payet #9,CAM,2022,93,83,85,65,93,81,Real Madrid
Stan Collymore #9,RB,2018,90,76,65,94,80,97,Chelsea
Isco Alarcon #9,ST,2014,85,82,89,58,79,87,Chelsea
Ngolo Kante #9,LW,2010,96,91,88,44,89,83,Real Madrid
Hennes Weisweiler #9,CB,2010,90,72,57,90,80,79,Bayern Munich
Abdessalem Ayouni #9,CB,2014,81,80,49,99,94,91,Liverpool
Ederson #9,CM,2010,92,91,85,72,95,88,Bayern Munich
Mario Mandic #9,ST,2022,92,76,94,27,75,88,Chelsea
Paul Ince #9,CM,2010,88,87,82,83,98,84,Chelsea
Granit Xhaka #9,CDM,2022,93,73,73,85,82,93,Paris SG
Lucas Paquetá #9,CM,2010,78,83,67,65,92,84,Bayern Munich
David de Gea #9,LW,2018,94,83,97,28,90,90,AC Milan
Thibault Courtois #9,RB,2022,82,61,56,85,91,82,Barcelona
Teófilo Cubillas #9,ST,2010,89,93,86,25,79,82,Bayern Munich
Juan Roman Riquelme #9,CM,2014,87,90,65,85,80,90,AC Milan
Carlos Puyol #9,CM,2018,84,76,71,65,78,79,Napoli
Mohamed Aboutrika #9,GK,2006,78,31,29,89,82,90,Barcelona
John Toshack #9,CDM,2014,83,85,67,80,86,78,Arsenal
Elías Figueroa #9,CM,2006,78,91,79,77,83,90,AC Milan
Wilfried Bony #9,CDM,2014,80,84,78,65,95,85,Juventus
Éder Militão #9,CB,2010,81,63,66,94,93,90,Paris SG
Hatem Ben Arfa #9,CM,2006,82,76,79,71,90,93,Juventus
Michu #9,CDM,2006,94,75,67,73,78,82,Real Madrid
Francesco Totti #9,CDM,2018,79,80,72,76,84,79,Barcelona
Fernando Torres #9,ST,2022,93,82,85,51,85,83,Barcelona
Mason Mount #9,CDM,2010,93,73,81,83,90,82,Real Madrid
Villasanti Diego #9,RB,2014,81,62,51,95,76,87,Paris SG
Edwin van der Sar #9,LW,2014,83,83,88,40,83,97,Real Madrid
Nélson Semedo #9,CDM,2018,82,88,74,65,97,96,Arsenal
Samuel Umtiti #9,LW,2006,96,75,95,42,76,87,AC Milan
Aurélien Tchouaméni #9,CM,2022,94,84,76,68,86,84,Barcelona
Virgil van Dijk #9,RB,2018,77,61,51,89,84,83,Paris SG
Abelardo Fernandez #9,RB,2006,86,71,62,87,84,95,Bayern Munich
Liliam Thuram #9,CAM,2022,81,90,82,84,79,80,Chelsea
Berti Vogts #9,LW,2018,89,81,90,42,84,82,Inter Milan
Sergio Busquets #9,CM,2018,85,71,85,65,86,87,Paris SG
Alphonse Areola #9,RB,2022,78,72,55,99,85,84,Bayern Munich
Ernst Happel #9,CM,2014,91,87,65,74,87,80,Inter Milan
Vieira Patrick #9,CDM,2018,79,80,72,72,84,80,Napoli
Ilkay Gundogan #9,LW,2018,92,84,96,32,77,93,Liverpool
Stam Jaap #9,CB,2010,90,70,57,87,89,79,Manchester United
Joao Mario #9,CDM,2018,87,89,88,65,92,92,Arsenal
Ley Yashin #9,CAM,2010,81,88,75,81,81,84,Bayern Munich
Juan Pablo Sorin #9,CM,2010,81,90,70,74,95,98,Bayern Munich
Bobby Moore #9,CB,2014,75,75,66,98,84,88,Chelsea
Juan Cuadrado #9,GK,2014,74,42,31,95,77,82,Manchester United
Giorgian Meladze #9,CAM,2010,81,71,81,79,97,86,Napoli
Ryan Giggs #9,LW,2022,83,93,87,49,85,94,Paris SG
João Moutinho #9,CM,2006,92,71,65,84,76,80,Inter Milan
James Milner #9,LW,2022,93,76,89,32,83,93,Manchester United
Luis Enrique #9,CAM,2010,81,82,86,64,96,87,Bayern Munich
Simão Sabrosa #9,LW,2018,90,85,95,58,79,84,Paris SG
Serhiy Rebrov #9,LW,2014,86,78,84,42,79,79,AC Milan
Alan Dzagoev #9,LW,2018,95,94,82,43,86,97,Paris SG
Kazuyoshi Miura #9,CAM,2018,94,89,70,73,97,78,Barcelona
Naohiro Takahara #9,CM,2006,94,70,85,65,79,93,Napoli
Jerome Boateng #9,GK,2014,80,34,40,95,77,87,Chelsea
Holger Badstuber #9,GK,2006,75,34,45,93,97,98,Inter Milan
Robert Pires #9,ST,2022,86,93,91,38,75,94,Chelsea
Pelé #9,CDM,2006,92,88,76,81,86,80,Manchester United
Cesar Azpilicueta #9,CB,2022,85,67,58,88,96,92,Barcelona
Nani #9,LB,2014,89,73,65,88,95,94,Real Madrid
Leon Goretzka #9,CB,2010,77,60,67,90,92,80,Manchester United
Patrick Vieira #9,CAM,2006,84,80,76,77,87,91,Inter Milan
Dedryck Boyata #9,CDM,2010,88,76,67,81,88,80,Barcelona
Martin Benitez #9,ST,2022,86,93,82,44,94,95,Bayern Munich
Riyad Mahrez #9,CM,2010,88,83,74,85,94,84,Napoli
Raphael Varane #9,CAM,2006,81,82,87,67,75,79,Bayern Munich
N'Golo Kanté #9,CB,2014,77,76,60,86,92,79,Manchester United
Mark González #9,GK,2014,80,42,40,94,76,79,Arsenal
Maarten Stekelenburg #9,CB,2018,75,72,64,93,83,79,Chelsea
John Terry #9,LB,2006,84,79,56,91,92,98,Bayern Munich
Fabinho #9,CM,2022,93,70,83,75,83,95,Liverpool
Vinicius Jr #9,LW,2010,95,94,90,57,91,83,AC Milan
Antonio Rudiger #9,CM,2022,94,86,76,77,94,97,Juventus
Igor Akinfeev #9,CB,2014,82,71,51,86,94,83,Arsenal
Essam El-Hadary #9,CDM,2010,80,81,86,69,84,91,Liverpool
Ezequiel Lavezzi #9,GK,2006,81,32,37,93,79,81,Real Madrid
Cesc Fàbregas #9,CM,2022,94,71,69,78,82,85,Napoli
Andy Cole #9,LW,2006,90,81,85,32,77,82,Juventus
Julián Montes #9,CM,2014,82,92,85,75,97,96,Manchester United
Gilberto Silva #9,LW,2022,93,83,86,57,76,84,Chelsea
Branislav Ivanovic #9,CM,2018,85,78,72,71,94,89,Bayern Munich
Benjamin Pavard #9,CAM,2014,90,91,68,74,83,83,Chelsea
Roman Shirokov #9,CM,2018,85,77,85,76,89,80,Real Madrid
Kleberson #9,CAM,2006,89,89,88,85,85,81,Barcelona
Nicolas Anelka #9,LB,2018,80,65,65,96,80,90,Bayern Munich
Lucio #9,RB,2010,77,61,52,95,80,82,Inter Milan
Boban Marjanovic #9,CM,2018,86,77,69,74,94,79,Liverpool
Nico Williams #9,CM,2022,88,87,79,71,98,94,Paris SG
Joan Capdevila #9,CB,2022,81,70,61,98,93,79,Barcelona
Néstor Clausen #9,CAM,2018,81,87,88,69,90,85,Arsenal
Héctor Enrique #9,CM,2018,82,70,85,72,94,81,Barcelona
Anatolii Kanischev #9,LB,2006,82,78,59,92,97,88,Arsenal
Robbie Keane #9,LW,2010,85,85,84,47,77,84,Chelsea
Mark Hughes #9,CB,2014,87,73,62,96,98,80,Barcelona
Garrincha #9,CM,2010,86,70,76,67,90,83,Chelsea
Lisandro Martínez #9,CM,2006,90,75,77,63,89,85,Juventus
Michel Platini #9,ST,2014,82,91,90,54,83,92,Arsenal
David Luiz #9,CDM,2006,93,73,80,85,87,95,Paris SG
Gavi #9,ST,2006,90,93,88,55,97,98,Paris SG
Alexis Mac Allister #9,ST,2010,95,75,86,58,91,96,Juventus
Trevor Brooking #9,LW,2018,94,85,96,56,85,83,Manchester United
Sergio Ramos #9,LW,2018,83,86,83,58,82,80,Napoli
Alvaro Morata #9,CDM,2014,89,74,83,78,93,82,AC Milan
Yuri Zhirkov #9,LW,2006,94,92,88,46,98,83,Inter Milan
Wim Kieft #9,CDM,2010,81,73,72,78,76,82,Paris SG
Ruben Dias #9,LW,2018,82,94,96,43,89,78,Paris SG
Lucas Paqueta #9,CDM,2014,86,83,82,75,90,80,Juventus
Robinho #9,CDM,2010,80,81,79,75,77,94,Juventus
Ilkay Gündogan #9,GK,2018,73,47,30,97,80,96,Chelsea
Marta #9,ST,2010,82,95,89,44,85,93,Napoli
Ashley Cole #9,CDM,2022,88,88,71,72,78,78,Manchester United
Enzo Fernández #9,LW,2006,96,94,88,30,94,92,Barcelona
Alessandro Nesta #9,ST,2010,85,93,95,39,82,88,Inter Milan
Gökhan Inler #9,LW,2010,95,93,85,46,83,84,Liverpool
Dimitri Alenichev #9,ST,2010,92,92,97,42,87,83,Real Madrid
Sergio Livingstone #9,ST,2018,83,90,88,59,75,84,Arsenal
Radamel Falcao #9,CB,2018,85,80,54,91,90,84,Manchester United
Mario Mandžukić #9,LW,2010,93,81,87,29,92,79,Manchester United
Javier Pastore #9,ST,2006,96,86,91,56,82,81,Juventus
Fabrice Barthez #9,CAM,2018,80,90,80,81,90,78,AC Milan
Pepe #9,LW,2010,85,84,95,41,82,92,Napoli
Kylian Mbappé #9,CAM,2014,88,84,78,67,96,82,Barcelona
Pedro #9,ST,2022,86,88,86,53,96,85,Real Madrid
Alisson Becker #9,RB,2022,76,70,54,98,82,90,Manchester United
Diego Forlan #9,CAM,2014,80,83,73,81,89,95,Napoli
David Beckham #9,LB,2014,76,71,58,96,85,80,Juventus
Sander Westerveld #9,CB,2006,88,63,60,92,75,80,Liverpool
Roy Keane #9,LB,2018,82,66,66,98,88,78,Real Madrid
Nahuel Molina #9,CDM,2022,80,75,85,85,87,86,Inter Milan
Franco Baresi #9,RB,2018,90,68,62,86,85,98,Paris SG
Ole Gunnar Solskjaer #9,CAM,2018,79,88,72,70,88,86,Inter Milan
Julian Draxler #9,CM,2014,90,92,76,66,97,79,Liverpool
Robbie Fowler #9,LB,2010,87,73,54,99,94,78,Liverpool
Harvey Elliott #9,CAM,2014,91,75,81,68,86,90,Barcelona
Vilson Vilela #9,CM,2018,82,84,69,72,86,90,Juventus
Arturo Vidal #9,CAM,2022,92,84,80,71,90,82,Arsenal
Rodrigo Moreno #9,CDM,2010,86,74,83,63,76,86,Napoli
Valentin Azmayev #9,LB,2022,90,65,49,87,98,97,Bayern Munich
Juan Foyth #9,LW,2018,93,95,94,38,76,79,Juventus
Lev Yashin #9,CAM,2022,78,79,65,76,80,80,Chelsea
Gerard Piqué #9,LB,2022,76,79,59,94,80,93,Paris SG
José María Basanta #9,LW,2006,84,78,84,53,75,84,Paris SG
Steve Mandanda #9,CDM,2014,83,87,84,70,78,93,Real Madrid
Paul Scholes #9,CDM,2006,88,92,80,67,98,82,Real Madrid
John Wark #9,CAM,2010,80,84,81,63,97,85,AC Milan
Patrice Evra #9,CAM,2006,83,90,72,73,77,90,Paris SG
Boubakary Soumare #9,GK,2022,80,33,31,89,88,79,Juventus
Peter Čech #9,CDM,2018,92,92,82,82,83,87,Chelsea
Juan Manuel Ibarbo #9,CDM,2010,87,86,70,84,90,81,Bayern Munich
Javier Ramales #9,CB,2014,85,73,67,87,87,90,Inter Milan
Steven Pienaar #9,CB,2010,76,71,47,97,91,97,Manchester United
Claudio Bravo #9,LW,2010,84,78,85,55,77,90,Napoli
Joao Cancelo #9,RB,2018,90,73,46,99,87,85,Inter Milan
Stephan Henchoz #9,CM,2010,79,91,67,83,89,83,Bayern Munich
Diego Costa #9,CB,2014,77,78,67,85,96,81,Napoli
Müller Thomas #9,LW,2022,93,86,87,46,95,96,Inter Milan
Sergio Batista #9,CAM,2018,89,85,71,71,85,91,Barcelona
Roberto Firmino #9,CDM,2014,80,84,69,71,80,86,Inter Milan
Ronaldinho Gaúcho #9,CAM,2022,93,81,87,68,91,98,AC Milan
Nacho Fernandez #9,CB,2018,87,63,50,93,86,80,Real Madrid
Rui Patrício #9,CDM,2022,90,80,79,64,84,95,Manchester United
Naby Keita #9,CM,2006,85,89,77,65,95,81,Real Madrid
Thilo Kehrer #9,CAM,2022,86,88,86,79,83,98,Liverpool
Sergei Rebrov #9,ST,2010,96,91,91,32,96,81,Manchester United
Ederson Moraes #9,CDM,2010,82,79,76,66,95,96,Arsenal
Gomez Ricardo #9,CM,2018,80,86,74,69,91,90,Chelsea
Nicolas De La Cruz #9,CM,2006,87,86,66,67,95,79,Juventus
Yasuhito Endo #9,CM,2010,84,91,79,73,77,97,Inter Milan
Gonzalo Higuain #9,RB,2022,76,60,48,95,84,90,Juventus
Mario Gómez #9,LW,2006,89,87,93,52,76,98,AC Milan
Vassilis Torosidis #9,RB,2018,80,63,51,91,87,95,Inter Milan
Jan Vertonghen #9,CB,2014,90,67,65,92,95,91,Inter Milan
Frederic Kanouté #9,CB,2006,83,65,55,92,89,84,Arsenal
Rafael Borre #9,LW,2018,92,77,89,28,91,96,Real Madrid
Vincent Kompany #9,GK,2010,72,49,36,99,81,78,Juventus
Roberto Carlos #9,ST,2018,85,77,94,51,88,83,Chelsea
Anatoliy Kanischev #9,CAM,2010,94,70,86,64,78,79,Inter Milan
Felix Götze #9,ST,2014,88,94,87,27,88,88,Manchester United
Luis Suarez #9,LW,2006,84,78,86,60,77,84,Bayern Munich
Ronaldo Nazário #9,CB,2010,78,73,58,85,88,87,Chelsea
Raí #9,ST,2022,96,93,95,52,84,92,Juventus
Jérôme Boateng #9,RB,2006,90,77,60,86,93,80,Inter Milan
Sami Khedira #9,CB,2006,75,76,53,85,90,90,Arsenal
Vinicius Junior #9,CM,2010,83,73,87,69,78,79,Chelsea
Steven Gerrard #9,LW,2010,91,88,86,31,95,80,Bayern Munich
Roberto Ayala #9,CM,2006,87,76,74,79,86,90,Manchester United
Olivier Giroud #9,ST,2018,92,92,86,35,94,78,Chelsea
Rodrygo Goes #9,CDM,2018,82,86,88,85,83,91,Manchester United
Raúl González #9,CDM,2018,88,90,81,76,94,79,Chelsea
Wesley Sneijder #9,CAM,2022,87,89,83,82,92,86,Liverpool
Gonzalo Bergessio #9,ST,2018,88,86,85,25,95,90,Chelsea
Stéphane Guivarc'h #9,ST,2022,91,93,89,37,97,85,Arsenal
Draxler Julian #9,CDM,2018,86,70,87,72,98,80,Liverpool
Marko Milić #9,CDM,2010,94,82,85,70,92,87,Napoli
Abedi Ayew #9,CDM,2010,84,83,69,71,83,95,Inter Milan
Thibaut Courtois #9,CDM,2022,79,92,82,65,81,95,Real Madrid
Serge Gnabry #9,CB,2010,76,80,70,85,77,81,Arsenal
Fred #9,LB,2014,90,77,61,89,98,98,Chelsea
Cesc Fabregas #9,CAM,2018,90,82,87,84,83,88,Inter Milan
Arjen Robben #9,RB,2022,82,67,69,86,97,79,Bayern Munich
Diego Milito #9,LB,2022,83,66,66,90,77,89,Inter Milan
Jemerson #9,CM,2006,83,75,79,83,76,79,Barcelona
João Pinto #9,CAM,2022,88,72,72,83,75,81,Arsenal
Ángel Di María #9,CM,2006,81,84,75,77,92,93,Bayern Munich
Trent Alexander-Arnold #9,ST,2006,95,75,97,34,95,80,AC Milan
Bixente Lizarazu #9,ST,2014,91,88,83,55,88,78,Paris SG
Barry Davies #9,LB,2022,82,63,65,91,88,90,Real Madrid
Curtis Jones #9,LB,2022,75,63,57,87,93,83,Real Madrid
Lukas Podolski #9,CDM,2014,90,89,84,84,79,95,Chelsea
Sergei Ignashevich #9,RB,2022,80,60,65,92,91,90,Juventus
Oscar #9,CAM,2006,89,75,65,71,85,80,Napoli
Gary Medel #9,ST,2010,96,91,97,46,94,80,Napoli
Marcus Tutte #9,CM,2006,89,88,78,63,79,83,Liverpool
Juan Mata #9,CM,2010,91,80,68,63,83,93,Inter Milan
John O'Shea #9,CM,2018,93,74,84,69,97,94,AC Milan
Iker Casillas #9,LW,2018,85,90,91,53,80,93,Real Madrid
Dimitris Salpigidis #9,CAM,2006,91,81,71,72,86,90,Paris SG
Gianluca Zambrotta #9,CDM,2006,83,91,66,78,94,87,Chelsea
Thomas Müller #9,LB,2006,88,65,52,93,96,86,Paris SG
Thomas Muller #9,LW,2006,90,78,93,54,94,95,Liverpool
Miroslav Stevic #9,LB,2006,86,64,45,88,84,90,Barcelona
Casemiro #9,CM,2022,79,78,73,64,97,86,Juventus
Giancarlo Antognoni #9,CAM,2014,79,70,73,70,97,92,Barcelona
Mikael Silvestre #9,LW,2006,82,86,91,58,98,97,AC Milan
Karim Keïta #9,GK,2018,77,30,22,88,80,81,Real Madrid
Jan Koller #9,LW,2006,82,85,91,49,84,79,Napoli
Marcelo #9,LB,2006,76,61,54,92,77,91,Liverpool
Gonzalo Jara #9,GK,2010,76,34,30,98,87,95,Arsenal
Gerard Pique #9,CB,2006,83,66,57,85,82,83,AC Milan
Lucas Hernandez #9,ST,2006,95,89,93,36,83,90,Arsenal
Emlyn Hughes #9,LW,2022,82,78,93,51,89,90,Bayern Munich
Franz Beckenbauer #9,LW,2006,83,84,86,57,78,87,Manchester United
Marko Milic #9,LB,2014,86,71,49,87,81,91,Inter Milan
Cristian Benavente #9,LW,2010,85,75,97,60,94,78,Inter Milan
Oleg Blokhin #9,CDM,2010,82,71,80,72,76,97,Inter Milan
Rojas Marcos #9,RB,2022,89,69,66,94,76,93,Napoli
Domingos Duarte #9,LB,2014,77,60,66,96,85,93,Liverpool
Stelios Malezas #9,RB,2018,86,70,54,89,85,98,Liverpool
Mesut Özil #9,ST,2010,86,94,90,26,75,97,AC Milan
Roger Milla #9,CM,2022,79,75,70,84,95,91,Inter Milan
Frank Rijkaard #9,LW,2010,95,83,93,48,81,79,Napoli
Sergio Agüero #9,CDM,2014,79,81,85,70,98,96,Arsenal
Stefan Mitrović #9,CDM,2006,88,86,75,77,81,88,Arsenal
Ivan Perisic #9,CAM,2006,81,91,70,69,87,83,Juventus
Ipiales Jefferson #9,RB,2014,83,64,47,99,77,95,Bayern Munich
Landon Donovan #9,LW,2022,95,90,86,51,82,79,Bayern Munich
Jordan Henderson #9,LW,2018,93,80,93,48,91,92,Real Madrid
Dwight Yorke #9,GK,2022,73,54,28,95,78,94,Barcelona
Demps #9,ST,2006,85,78,93,27,97,83,Paris SG
Nuno Gomes #9,ST,2006,94,93,91,28,89,87,Napoli
Nacho Fernández #9,CM,2018,80,91,87,65,85,95,Paris SG
Cicinho #9,CAM,2010,90,76,74,63,81,97,Napoli
Willy Sagnol #9,CDM,2006,88,92,82,80,97,94,Manchester United
Craig Johnston #9,CAM,2018,79,92,79,85,90,79,Paris SG
Macoumba Kandji #9,LW,2010,95,88,95,53,92,91,Real Madrid
Fabio Cannavaro #9,LB,2022,83,80,54,93,75,87,Arsenal
Phil Neville #9,CM,2022,85,78,65,65,80,86,Real Madrid
Xavi Hernández #9,GK,2006,75,30,44,93,80,98,Chelsea
Douglas Costa #9,LW,2018,93,86,96,57,86,92,Barcelona
Mbappé Kylian #9,GK,2014,72,34,40,89,77,89,Manchester United
Nicolás Lodeiro #9,CB,2022,87,61,51,95,84,91,Paris SG
Roberto Rivelino #9,CM,2010,80,82,71,66,79,95,Paris SG
Lucas Hernández #9,RB,2014,90,75,48,91,78,78,AC Milan
Ivan Varadin #9,LW,2006,95,80,84,31,82,88,Napoli
Petr Cech #9,CM,2006,78,88,66,64,84,95,Paris SG
Enzo Fernandez #9,ST,2010,82,83,89,57,78,98,Napoli
Raphaël Varane #9,CB,2010,76,73,45,93,91,88,Juventus
Lionel Messi #9,GK,2010,74,43,20,89,82,94,Paris SG
Luís Figo #9,LW,2010,85,78,87,33,87,93,Arsenal
Thierry Henry #9,CDM,2006,84,70,71,85,87,91,Arsenal
Olivier Kapo #9,RB,2010,84,79,61,85,77,94,Liverpool
Luka Modrić #9,LB,2018,78,67,62,98,79,86,Liverpool
DaMarcus Beasley #9,RB,2022,84,80,48,94,87,88,Arsenal
Giacinto Facchetti #9,CB,2006,83,66,46,97,86,90,Real Madrid
Alphonso Davies #9,CM,2010,81,86,85,72,95,87,Bayern Munich
Kolo Touré #9,RB,2018,77,69,48,94,89,80,Inter Milan
Pelé Abedi #9,ST,2014,86,92,93,35,96,85,Bayern Munich
Andriy Shevchenko #9,CM,2006,93,85,88,61,79,78,Chelsea
Juan Riquelme #9,CB,2022,86,73,69,90,92,97,Manchester United
Jorginho #9,CAM,2014,80,77,71,72,94,83,Arsenal
Mladen Krstajic #9,CDM,2006,89,80,65,72,97,96,Manchester United
Karim Benzema #9,CAM,2018,82,86,81,73,88,96,AC Milan
Andrea Pirlo #9,LW,2014,86,94,98,31,76,91,Arsenal
Gigi Donnarumma #9,LW,2018,82,94,93,56,88,90,AC Milan
Frank Lampard #9,LB,2006,81,78,69,99,85,89,Liverpool
Andrés Iniesta #9,LB,2022,80,63,64,99,86,82,Paris SG
Kostas Katsouranis #9,CM,2018,91,70,81,69,89,80,Barcelona
Florian Neuhaus #9,CM,2022,94,91,81,66,95,86,Arsenal
Sadio Mané #9,CAM,2006,87,76,75,61,91,82,Real Madrid
Eusebio #9,GK,2010,82,47,40,94,92,90,Arsenal
Sami Nasri #9,RB,2006,89,66,56,86,90,84,Paris SG
Frederic Kanoute #9,CM,2006,94,79,79,75,95,80,AC Milan
Kepa Arrizabalaga #9,ST,2018,96,93,89,32,79,86,Chelsea
David Alaba #9,CDM,2014,87,75,81,70,86,91,AC Milan
Jordi Alba #9,RB,2018,77,61,62,89,86,84,Chelsea
Moisés Caicedo #9,LW,2014,85,76,82,35,93,93,AC Milan
Hugo Lloris #9,ST,2006,92,78,85,46,98,83,Real Madrid
Gianluigi Buffon #9,RB,2010,80,66,55,93,91,86,Juventus
Claudio Reyna #9,LW,2010,89,95,86,43,75,96,Chelsea
Angelos Charisteas #9,CDM,2014,82,80,84,81,80,78,Paris SG
Kenan Kodro #9,LW,2022,91,80,89,56,94,96,Juventus
Andrés Iniesta Luján #9,LW,2006,92,87,88,44,76,93,Inter Milan
Julian Alvarez #9,LB,2010,88,68,50,87,76,82,Napoli
Gonçalo Inácio #9,GK,2018,77,36,23,96,94,87,Paris SG
Oguchi Onyewu #9,LB,2022,86,77,70,93,89,83,Real Madrid
Toni Kroos #9,LB,2014,82,76,46,97,89,95,Juventus
Jamal Musiala #9,LB,2022,86,73,50,85,82,95,AC Milan
Franck Ribéry #9,GK,2018,70,46,30,94,91,80,Manchester United
Hany Ramadan #9,GK,2022,79,40,32,89,82,89,AC Milan
Hans-Jürgen Cramer #9,ST,2006,89,89,86,32,75,97,AC Milan
Neymar Jr #9,RB,2014,78,78,45,99,97,96,Manchester United
Frédéric Kanoute #9,CAM,2018,91,73,88,79,96,92,Arsenal
Reece James #9,CB,2014,75,63,49,96,79,90,Liverpool
Philippe Coutinho #9,CDM,2014,92,92,69,69,86,88,Juventus
Paulo Dybala #9,GK,2018,81,31,44,92,80,85,Chelsea
Bobby Charlton #9,LW,2010,84,95,84,56,94,91,Napoli
Eder Militao #9,LB,2014,83,63,67,96,88,89,Inter Milan
Giorgos Samaras #9,CDM,2006,88,88,74,67,84,90,Juventus
Julio Cesar #9,CM,2018,87,73,79,77,88,81,Napoli
Zinedine Zidane #9,LW,2014,94,90,85,59,89,85,Bayern Munich
Rafael van der Vaart #9,LW,2014,92,95,91,57,96,96,Barcelona
Wes Brown #9,CDM,2010,85,79,66,71,83,78,Napoli
Ali Daei #9,CAM,2010,88,79,85,61,85,91,Bayern Munich
Medhi Benatia #9,GK,2014,75,53,26,91,91,91,Barcelona
